year month day hour precipitation[mm] temperature[degC]
1 6 203 7 0 24.5556
1 6 203 8 0 26.7263
1 6 203 9 3.14985 29.0556
1 6 203 10 10.4995 31.385
1 6 203 11 14.6993 33.5556
1 6 203 12 10.4995 35.4196
1 6 203 13 3.14985 36.8499
1 6 203 14 0 37.749
1 6 203 15 0 38.0556
1 6 203 16 0 37.749
1 6 203 17 0 36.8499
1 6 203 18 0 35.4196
1 6 203 19 0 33.5556
1 6 203 20 0 31.385
1 6 203 21 0 29.0556
1 6 203 22 0 26.7263
1 6 203 23 0 24.5556
1 6 204 0 0 22.596
1 6 204 1 0 21.1657
1 6 204 2 0 20.2666
1 6 204 3 0 19.9599
1 6 204 4 0 20.2666
1 6 204 5 0 21.1657
1 6 204 6 0 22.596
1 6 204 7 0 24.4599
1 6 204 8 0 26.6306
1 6 204 9 0 28.9599
1 6 204 10 0 31.2893
1 6 204 11 0 33.4599
1 6 204 12 0 35.3239
1 6 204 13 0 36.7542
1 6 204 14 0 37.6533
1 6 204 15 0 37.9599
1 6 204 16 0 37.6533
1 6 204 17 0 36.7542
1 6 204 18 0 35.3239
1 6 204 19 0 33.4599
1 6 204 20 0 31.2893
1 6 204 21 0 28.9599
1 6 204 22 0 26.6306
1 6 204 23 0 24.4599
1 6 205 0 0 22.4972
1 6 205 1 0 21.0669
1 6 205 2 0 20.1678
1 6 205 3 0 19.8612
1 6 205 4 0 20.1678
1 6 205 5 0 21.0669
1 6 205 6 0 22.4972
1 6 205 7 0 24.3612
1 6 205 8 0 26.5318
1 6 205 9 0 28.8612
1 6 205 10 0 31.1905
1 6 205 11 0 33.3612
1 6 205 12 0 35.2251
1 6 205 13 0 36.6554
1 6 205 14 0 37.5545
1 6 205 15 0 37.8612
1 6 205 16 0 37.5545
1 6 205 17 0 36.6554
1 6 205 18 0 35.2251
1 6 205 19 0 33.3612
1 6 205 20 0 31.1905
1 6 205 21 0 28.8612
1 6 205 22 0 26.5318
1 6 205 23 0 24.3612
1 6 206 0 0 22.3954
1 6 206 1 0 20.9651
1 6 206 2 0 20.066
1 6 206 3 0 19.7593
1 6 206 4 0 20.066
1 6 206 5 0 20.9651
1 6 206 6 0 22.3954
1 6 206 7 0 24.2593
1 6 206 8 0 26.43
1 6 206 9 0 28.7593
1 6 206 10 0 31.0887
1 6 206 11 0 33.2593
1 6 206 12 0 35.1233
1 6 206 13 0 36.5536
1 6 206 14 0 37.4527
1 6 206 15 0 37.7593
1 6 206 16 0 37.4527
1 6 206 17 0 36.5536
1 6 206 18 0 35.1233
1 6 206 19 0 33.2593
1 6 206 20 0 31.0887
1 6 206 21 0 28.7593
1 6 206 22 0 26.43
1 6 206 23 0 24.2593
1 6 207 0 0 22.2906
1 6 207 1 0 20.8603
1 6 207 2 0 19.9612
1 6 207 3 0 19.6545
1 6 207 4 0 19.9612
1 6 207 5 0 20.8603
1 6 207 6 0 22.2906
1 6 207 7 0 24.1545
1 6 207 8 0 26.3251
1 6 207 9 0 28.6545
1 6 207 10 0 30.9839
1 6 207 11 0 33.1545
1 6 207 12 0 35.0185
1 6 207 13 0 36.4487
1 6 207 14 0 37.3478
1 6 207 15 0 37.6545
1 6 207 16 0 37.3478
1 6 207 17 0 36.4487
1 6 207 18 0 35.0185
1 6 207 19 0 33.1545
1 6 207 20 0 30.9839
1 6 207 21 0 28.6545
1 6 207 22 0 26.3251
1 6 207 23 0 24.1545
1 6 208 0 0 22.1827
1 6 208 1 0 20.7525
1 6 208 2 0 19.8534
1 6 208 3 0 19.5467
1 6 208 4 0 19.8534
1 6 208 5 0 20.7525
1 6 208 6 0 22.1827
1 6 208 7 0 24.0467
1 6 208 8 0 26.2173
1 6 208 9 2.4441375 28.5467
1 6 208 10 8.147125 30.8761
1 6 208 11 11.405975 33.0467
1 6 208 12 8.147125 34.9107
1 6 208 13 2.4441375 36.3409
1 6 208 14 0 37.24
1 6 208 15 0 37.5467
1 6 208 16 0 37.24
1 6 208 17 0 36.3409
1 6 208 18 0 34.9107
1 6 208 19 0 33.0467
1 6 208 20 0 30.8761
1 6 208 21 0 28.5467
1 6 208 22 0 26.2173
1 6 208 23 0 24.0467
1 6 209 0 0 22.072
1 6 209 1 0 20.6417
1 6 209 2 0 19.7426
1 6 209 3 0 19.436
1 6 209 4 0 19.7426
1 6 209 5 0 20.6417
1 6 209 6 0 22.072
1 6 209 7 0 23.936
1 6 209 8 0 26.1066
1 6 209 9 0.78639 28.436
1 6 209 10 2.6213 30.7653
1 6 209 11 3.66982 32.936
1 6 209 12 2.6213 34.7999
1 6 209 13 0.78639 36.2302
1 6 209 14 0 37.1293
1 6 209 15 0 37.436
1 6 209 16 0 37.1293
1 6 209 17 0 36.2302
1 6 209 18 0 34.7999
1 6 209 19 0 32.936
1 6 209 20 0 30.7653
1 6 209 21 0 28.436
1 6 209 22 0 26.1066
1 6 209 23 0 23.936
1 6 210 0 0 21.9583
1 6 210 1 0 20.5281
1 6 210 2 0 19.629
1 6 210 3 0 19.3223
1 6 210 4 0 19.629
1 6 210 5 0 20.5281
1 6 210 6 0 21.9583
1 6 210 7 0 23.8223
1 6 210 8 0 25.9929
1 6 210 9 0 28.3223
1 6 210 10 0 30.6517
1 6 210 11 0 32.8223
1 6 210 12 0 34.6863
1 6 210 13 0 36.1165
1 6 210 14 0 37.0156
1 6 210 15 0 37.3223
1 6 210 16 0 37.0156
1 6 210 17 0 36.1165
1 6 210 18 0 34.6863
1 6 210 19 0 32.8223
1 6 210 20 0 30.6517
1 6 210 21 0 28.3223
1 6 210 22 0 25.9929
1 6 210 23 0 23.8223
1 6 211 0 0 21.8418
1 6 211 1 0 20.4115
1 6 211 2 0 19.5124
1 6 211 3 0 19.2057
1 6 211 4 0 19.5124
1 6 211 5 0 20.4115
1 6 211 6 0 21.8418
1 6 211 7 0 23.7057
1 6 211 8 0 25.8764
1 6 211 9 0 28.2057
1 6 211 10 0 30.5351
1 6 211 11 0 32.7057
1 6 211 12 0 34.5697
1 6 211 13 0 36
1 6 211 14 0 36.8991
1 6 211 15 0 37.2057
1 6 211 16 0 36.8991
1 6 211 17 0 36
1 6 211 18 0 34.5697
1 6 211 19 0 32.7057
1 6 211 20 0 30.5351
1 6 211 21 0 28.2057
1 6 211 22 0 25.8764
1 6 211 23 0 23.7057
1 6 212 0 0 21.7224
1 6 212 1 0 20.2921
1 6 212 2 0 19.393
1 6 212 3 0 19.0863
1 6 212 4 0 19.393
1 6 212 5 0 20.2921
1 6 212 6 0 21.7224
1 6 212 7 0 23.5863
1 6 212 8 0 25.757
1 6 212 9 0.388038 28.0863
1 6 212 10 1.29346 30.4157
1 6 212 11 1.810844 32.5863
1 6 212 12 1.29346 34.4503
1 6 212 13 0.388038 35.8806
1 6 212 14 0 36.7797
1 6 212 15 0 37.0863
1 6 212 16 0 36.7797
1 6 212 17 0 35.8806
1 6 212 18 0 34.4503
1 6 212 19 0 32.5863
1 6 212 20 0 30.4157
1 6 212 21 0 28.0863
1 6 212 22 0 25.757
1 6 212 23 0 23.5863
1 6 213 0 0 21.6002
1 6 213 1 0 20.1699
1 6 213 2 0 19.2708
1 6 213 3 0 18.9641
1 6 213 4 0 19.2708
1 6 213 5 0 20.1699
1 6 213 6 0 21.6002
1 6 213 7 0 23.4641
1 6 213 8 0 25.6348
1 6 213 9 0.2973585 27.9641
1 6 213 10 0.991195 30.2935
1 6 213 11 1.387673 32.4641
1 6 213 12 0.991195 34.3281
1 6 213 13 0.2973585 35.7584
1 6 213 14 0 36.6575
1 6 213 15 0 36.9641
1 6 213 16 0 36.6575
1 6 213 17 0 35.7584
1 6 213 18 0 34.3281
1 6 213 19 0 32.4641
1 6 213 20 0 30.2935
1 6 213 21 0 27.9641
1 6 213 22 0 25.6348
1 6 213 23 0 23.4641
1 7 214 0 0 21.4752
1 7 214 1 0 20.0449
1 7 214 2 0 19.1458
1 7 214 3 0 18.8392
1 7 214 4 0 19.1458
1 7 214 5 0 20.0449
1 7 214 6 0 21.4752
1 7 214 7 0 23.3392
1 7 214 8 0 25.5098
1 7 214 9 0 27.8392
1 7 214 10 0 30.1685
1 7 214 11 0 32.3392
1 7 214 12 0 34.2031
1 7 214 13 0 35.6334
1 7 214 14 0 36.5325
1 7 214 15 0 36.8392
1 7 214 16 0 36.5325
1 7 214 17 0 35.6334
1 7 214 18 0 34.2031
1 7 214 19 0 32.3392
1 7 214 20 0 30.1685
1 7 214 21 0 27.8392
1 7 214 22 0 25.5098
1 7 214 23 0 23.3392
1 7 215 0 0 21.3475
1 7 215 1 0 19.9172
1 7 215 2 0 19.0181
1 7 215 3 0 18.7114
1 7 215 4 0 19.0181
1 7 215 5 0 19.9172
1 7 215 6 0 21.3475
1 7 215 7 0 23.2114
1 7 215 8 0 25.3821
1 7 215 9 0 27.7114
1 7 215 10 0 30.0408
1 7 215 11 0 32.2114
1 7 215 12 0 34.0754
1 7 215 13 0 35.5057
1 7 215 14 0 36.4048
1 7 215 15 0 36.7114
1 7 215 16 0 36.4048
1 7 215 17 0 35.5057
1 7 215 18 0 34.0754
1 7 215 19 0 32.2114
1 7 215 20 0 30.0408
1 7 215 21 0 27.7114
1 7 215 22 0 25.3821
1 7 215 23 0 23.2114
1 7 216 0 0 21.2171
1 7 216 1 0 19.7868
1 7 216 2 0 18.8877
1 7 216 3 0 18.581
1 7 216 4 0 18.8877
1 7 216 5 0 19.7868
1 7 216 6 0 21.2171
1 7 216 7 0 23.081
1 7 216 8 0 25.2517
1 7 216 9 0.4426365 27.581
1 7 216 10 1.475455 29.9104
1 7 216 11 2.065637 32.081
1 7 216 12 1.475455 33.945
1 7 216 13 0.4426365 35.3753
1 7 216 14 0 36.2744
1 7 216 15 0 36.581
1 7 216 16 0 36.2744
1 7 216 17 0 35.3753
1 7 216 18 0 33.945
1 7 216 19 0 32.081
1 7 216 20 0 29.9104
1 7 216 21 0 27.581
1 7 216 22 0 25.2517
1 7 216 23 0 23.081
1 7 217 0 0 21.084
1 7 217 1 0 19.6537
1 7 217 2 0 18.7546
1 7 217 3 0 18.448
1 7 217 4 0 18.7546
1 7 217 5 0 19.6537
1 7 217 6 0 21.084
1 7 217 7 0 22.948
1 7 217 8 0 25.1186
1 7 217 9 0.907485 27.448
1 7 217 10 3.02495 29.7773
1 7 217 11 4.23493 31.948
1 7 217 12 3.02495 33.8119
1 7 217 13 0.907485 35.2422
1 7 217 14 0 36.1413
1 7 217 15 0 36.448
1 7 217 16 0 36.1413
1 7 217 17 0 35.2422
1 7 217 18 0 33.8119
1 7 217 19 0 31.948
1 7 217 20 0 29.7773
1 7 217 21 0 27.448
1 7 217 22 0 25.1186
1 7 217 23 0 22.948
1 7 218 0 0 20.9483
1 7 218 1 0 19.518
1 7 218 2 0 18.6189
1 7 218 3 0 18.3123
1 7 218 4 0 18.6189
1 7 218 5 0 19.518
1 7 218 6 0 20.9483
1 7 218 7 0 22.8123
1 7 218 8 0 24.9829
1 7 218 9 0 27.3123
1 7 218 10 0 29.6416
1 7 218 11 0 31.8123
1 7 218 12 0 33.6762
1 7 218 13 0 35.1065
1 7 218 14 0 36.0056
1 7 218 15 0 36.3123
1 7 218 16 0 36.0056
1 7 218 17 0 35.1065
1 7 218 18 0 33.6762
1 7 218 19 0 31.8123
1 7 218 20 0 29.6416
1 7 218 21 0 27.3123
1 7 218 22 0 24.9829
1 7 218 23 0 22.8123
1 7 219 0 0 20.81
1 7 219 1 0 19.3797
1 7 219 2 0 18.4806
1 7 219 3 0 18.174
1 7 219 4 0 18.4806
1 7 219 5 0 19.3797
1 7 219 6 0 20.81
1 7 219 7 0 22.674
1 7 219 8 0 24.8446
1 7 219 9 0 27.174
1 7 219 10 0 29.5033
1 7 219 11 0 31.674
1 7 219 12 0 33.5379
1 7 219 13 0 34.9682
1 7 219 14 0 35.8673
1 7 219 15 0 36.174
1 7 219 16 0 35.8673
1 7 219 17 0 34.9682
1 7 219 18 0 33.5379
1 7 219 19 0 31.674
1 7 219 20 0 29.5033
1 7 219 21 0 27.174
1 7 219 22 0 24.8446
1 7 219 23 0 22.674
1 7 220 0 0 20.6692
1 7 220 1 0 19.2389
1 7 220 2 0 18.3398
1 7 220 3 0 18.0331
1 7 220 4 0 18.3398
1 7 220 5 0 19.2389
1 7 220 6 0 20.6692
1 7 220 7 0 22.5331
1 7 220 8 0 24.7038
1 7 220 9 0 27.0331
1 7 220 10 0 29.3625
1 7 220 11 0 31.5331
1 7 220 12 0 33.3971
1 7 220 13 0 34.8274
1 7 220 14 0 35.7265
1 7 220 15 0 36.0331
1 7 220 16 0 35.7265
1 7 220 17 0 34.8274
1 7 220 18 0 33.3971
1 7 220 19 0 31.5331
1 7 220 20 0 29.3625
1 7 220 21 0 27.0331
1 7 220 22 0 24.7038
1 7 220 23 0 22.5331
1 7 221 0 0 20.5259
1 7 221 1 0 19.0956
1 7 221 2 0 18.1965
1 7 221 3 0 17.8898
1 7 221 4 0 18.1965
1 7 221 5 0 19.0956
1 7 221 6 0 20.5259
1 7 221 7 0 22.3898
1 7 221 8 0 24.5605
1 7 221 9 0 26.8898
1 7 221 10 0 29.2192
1 7 221 11 0 31.3898
1 7 221 12 0 33.2538
1 7 221 13 0 34.6841
1 7 221 14 0 35.5832
1 7 221 15 0 35.8898
1 7 221 16 0 35.5832
1 7 221 17 0 34.6841
1 7 221 18 0 33.2538
1 7 221 19 0 31.3898
1 7 221 20 0 29.2192
1 7 221 21 0 26.8898
1 7 221 22 0 24.5605
1 7 221 23 0 22.3898
1 7 222 0 0 20.3801
1 7 222 1 0 18.9498
1 7 222 2 0 18.0507
1 7 222 3 0 17.744
1 7 222 4 0 18.0507
1 7 222 5 0 18.9498
1 7 222 6 0 20.3801
1 7 222 7 0 22.244
1 7 222 8 0 24.4147
1 7 222 9 0.60436725 26.744
1 7 222 10 2.0145575 29.0734
1 7 222 11 2.8203805 31.244
1 7 222 12 2.0145575 33.108
1 7 222 13 0.60436725 34.5383
1 7 222 14 0 35.4374
1 7 222 15 0 35.744
1 7 222 16 0 35.4374
1 7 222 17 0 34.5383
1 7 222 18 0 33.108
1 7 222 19 0 31.244
1 7 222 20 0 29.0734
1 7 222 21 0 26.744
1 7 222 22 0 24.4147
1 7 222 23 0 22.244
1 7 223 0 0 20.2319
1 7 223 1 0 18.8016
1 7 223 2 0 17.9025
1 7 223 3 0 17.5959
1 7 223 4 0 17.9025
1 7 223 5 0 18.8016
1 7 223 6 0 20.2319
1 7 223 7 0 22.0959
1 7 223 8 0 24.2665
1 7 223 9 0 26.5959
1 7 223 10 0 28.9252
1 7 223 11 0 31.0959
1 7 223 12 0 32.9598
1 7 223 13 0 34.3901
1 7 223 14 0 35.2892
1 7 223 15 0 35.5959
1 7 223 16 0 35.2892
1 7 223 17 0 34.3901
1 7 223 18 0 32.9598
1 7 223 19 0 31.0959
1 7 223 20 0 28.9252
1 7 223 21 0 26.5959
1 7 223 22 0 24.2665
1 7 223 23 0 22.0959
1 7 224 0 0 20.0813
1 7 224 1 0 18.6511
1 7 224 2 0 17.752
1 7 224 3 0 17.4453
1 7 224 4 0 17.752
1 7 224 5 0 18.6511
1 7 224 6 0 20.0813
1 7 224 7 0 21.9453
1 7 224 8 0 24.1159
1 7 224 9 0.082011 26.4453
1 7 224 10 0.27337 28.7747
1 7 224 11 0.382718 30.9453
1 7 224 12 0.27337 32.8093
1 7 224 13 0.082011 34.2395
1 7 224 14 0 35.1386
1 7 224 15 0 35.4453
1 7 224 16 0 35.1386
1 7 224 17 0 34.2395
1 7 224 18 0 32.8093
1 7 224 19 0 30.9453
1 7 224 20 0 28.7747
1 7 224 21 0 26.4453
1 7 224 22 0 24.1159
1 7 224 23 0 21.9453
1 7 225 0 0 19.9284
1 7 225 1 0 18.4982
1 7 225 2 0 17.5991
1 7 225 3 0 17.2924
1 7 225 4 0 17.5991
1 7 225 5 0 18.4982
1 7 225 6 0 19.9284
1 7 225 7 0 21.7924
1 7 225 8 0 23.963
1 7 225 9 0.16764 26.2924
1 7 225 10 0.5588 28.6218
1 7 225 11 0.78232 30.7924
1 7 225 12 0.5588 32.6564
1 7 225 13 0.16764 34.0866
1 7 225 14 0 34.9857
1 7 225 15 0 35.2924
1 7 225 16 0 34.9857
1 7 225 17 0 34.0866
1 7 225 18 0 32.6564
1 7 225 19 0 30.7924
1 7 225 20 0 28.6218
1 7 225 21 0 26.2924
1 7 225 22 0 23.963
1 7 225 23 0 21.7924
1 7 226 0 0 19.7733
1 7 226 1 0 18.343
1 7 226 2 0 17.4439
1 7 226 3 0 17.1372
1 7 226 4 0 17.4439
1 7 226 5 0 18.343
1 7 226 6 0 19.7733
1 7 226 7 0 21.6372
1 7 226 8 0 23.8079
1 7 226 9 0.5586525 26.1372
1 7 226 10 1.862175 28.4666
1 7 226 11 2.607045 30.6372
1 7 226 12 1.862175 32.5012
1 7 226 13 0.5586525 33.9315
1 7 226 14 0 34.8306
1 7 226 15 0 35.1372
1 7 226 16 0 34.8306
1 7 226 17 0 33.9315
1 7 226 18 0 32.5012
1 7 226 19 0 30.6372
1 7 226 20 0 28.4666
1 7 226 21 0 26.1372
1 7 226 22 0 23.8079
1 7 226 23 0 21.6372
1 7 227 0 0 19.6159
1 7 227 1 0 18.1856
1 7 227 2 0 17.2865
1 7 227 3 0 16.9798
1 7 227 4 0 17.2865
1 7 227 5 0 18.1856
1 7 227 6 0 19.6159
1 7 227 7 0 21.4798
1 7 227 8 0 23.6505
1 7 227 9 0.63908175 25.9798
1 7 227 10 2.1302725 28.3092
1 7 227 11 2.9823815 30.4798
1 7 227 12 2.1302725 32.3438
1 7 227 13 0.63908175 33.7741
1 7 227 14 0 34.6732
1 7 227 15 0 34.9798
1 7 227 16 0 34.6732
1 7 227 17 0 33.7741
1 7 227 18 0 32.3438
1 7 227 19 0 30.4798
1 7 227 20 0 28.3092
1 7 227 21 0 25.9798
1 7 227 22 0 23.6505
1 7 227 23 0 21.4798
1 7 228 0 0 19.4563
1 7 228 1 0 18.026
1 7 228 2 0 17.1269
1 7 228 3 0 16.8203
1 7 228 4 0 17.1269
1 7 228 5 0 18.026
1 7 228 6 0 19.4563
1 7 228 7 0 21.3203
1 7 228 8 0 23.4909
1 7 228 9 0 25.8203
1 7 228 10 0 28.1496
1 7 228 11 0 30.3203
1 7 228 12 0 32.1842
1 7 228 13 0 33.6145
1 7 228 14 0 34.5136
1 7 228 15 0 34.8203
1 7 228 16 0 34.5136
1 7 228 17 0 33.6145
1 7 228 18 0 32.1842
1 7 228 19 0 30.3203
1 7 228 20 0 28.1496
1 7 228 21 0 25.8203
1 7 228 22 0 23.4909
1 7 228 23 0 21.3203
1 7 229 0 0 19.2946
1 7 229 1 0 17.8643
1 7 229 2 0 16.9652
1 7 229 3 0 16.6585
1 7 229 4 0 16.9652
1 7 229 5 0 17.8643
1 7 229 6 0 19.2946
1 7 229 7 0 21.1585
1 7 229 8 0 23.3292
1 7 229 9 0 25.6585
1 7 229 10 0 27.9879
1 7 229 11 0 30.1585
1 7 229 12 0 32.0225
1 7 229 13 0 33.4528
1 7 229 14 0 34.3519
1 7 229 15 0 34.6585
1 7 229 16 0 34.3519
1 7 229 17 0 33.4528
1 7 229 18 0 32.0225
1 7 229 19 0 30.1585
1 7 229 20 0 27.9879
1 7 229 21 0 25.6585
1 7 229 22 0 23.3292
1 7 229 23 0 21.1585
1 7 230 0 0 19.1308
1 7 230 1 0 17.7005
1 7 230 2 0 16.8014
1 7 230 3 0 16.4947
1 7 230 4 0 16.8014
1 7 230 5 0 17.7005
1 7 230 6 0 19.1308
1 7 230 7 0 20.9947
1 7 230 8 0 23.1653
1 7 230 9 0 25.4947
1 7 230 10 0 27.8241
1 7 230 11 0 29.9947
1 7 230 12 0 31.8587
1 7 230 13 0 33.2889
1 7 230 14 0 34.1881
1 7 230 15 0 34.4947
1 7 230 16 0 34.1881
1 7 230 17 0 33.2889
1 7 230 18 0 31.8587
1 7 230 19 0 29.9947
1 7 230 20 0 27.8241
1 7 230 21 0 25.4947
1 7 230 22 0 23.1653
1 7 230 23 0 20.9947
1 7 231 0 0 18.9649
1 7 231 1 0 17.5346
1 7 231 2 0 16.6355
1 7 231 3 0 16.3289
1 7 231 4 0 16.6355
1 7 231 5 0 17.5346
1 7 231 6 0 18.9649
1 7 231 7 0 20.8289
1 7 231 8 0 22.9995
1 7 231 9 0.37953 25.3289
1 7 231 10 1.2651 27.6582
1 7 231 11 1.77114 29.8289
1 7 231 12 1.2651 31.6928
1 7 231 13 0.37953 33.1231
1 7 231 14 0 34.0222
1 7 231 15 0 34.3289
1 7 231 16 0 34.0222
1 7 231 17 0 33.1231
1 7 231 18 0 31.6928
1 7 231 19 0 29.8289
1 7 231 20 0 27.6582
1 7 231 21 0 25.3289
1 7 231 22 0 22.9995
1 7 231 23 0 20.8289
1 7 232 0 0 18.797
1 7 232 1 0 17.3668
1 7 232 2 0 16.4677
1 7 232 3 0 16.161
1 7 232 4 0 16.4677
1 7 232 5 0 17.3668
1 7 232 6 0 18.797
1 7 232 7 0 20.661
1 7 232 8 0 22.8316
1 7 232 9 0 25.161
1 7 232 10 0 27.4904
1 7 232 11 0 29.661
1 7 232 12 0 31.525
1 7 232 13 0 32.9552
1 7 232 14 0 33.8543
1 7 232 15 0 34.161
1 7 232 16 0 33.8543
1 7 232 17 0 32.9552
1 7 232 18 0 31.525
1 7 232 19 0 29.661
1 7 232 20 0 27.4904
1 7 232 21 0 25.161
1 7 232 22 0 22.8316
1 7 232 23 0 20.661
1 7 233 0 0 18.6272
1 7 233 1 0 17.197
1 7 233 2 0 16.2979
1 7 233 3 0 15.9912
1 7 233 4 0 16.2979
1 7 233 5 0 17.197
1 7 233 6 0 18.6272
1 7 233 7 0 20.4912
1 7 233 8 0 22.6618
1 7 233 9 0 24.9912
1 7 233 10 0 27.3206
1 7 233 11 0 29.4912
1 7 233 12 0 31.3552
1 7 233 13 0 32.7854
1 7 233 14 0 33.6845
1 7 233 15 0 33.9912
1 7 233 16 0 33.6845
1 7 233 17 0 32.7854
1 7 233 18 0 31.3552
1 7 233 19 0 29.4912
1 7 233 20 0 27.3206
1 7 233 21 0 24.9912
1 7 233 22 0 22.6618
1 7 233 23 0 20.4912
1 7 234 0 0 18.4556
1 7 234 1 0 17.0253
1 7 234 2 0 16.1262
1 7 234 3 0 15.8195
1 7 234 4 0 16.1262
1 7 234 5 0 17.0253
1 7 234 6 0 18.4556
1 7 234 7 0 20.3195
1 7 234 8 0 22.4901
1 7 234 9 0.61570275 24.8195
1 7 234 10 2.0523425 27.1489
1 7 234 11 2.8732795 29.3195
1 7 234 12 2.0523425 31.1835
1 7 234 13 0.61570275 32.6137
1 7 234 14 0 33.5128
1 7 234 15 0 33.8195
1 7 234 16 0 33.5128
1 7 234 17 0 32.6137
1 7 234 18 0 31.1835
1 7 234 19 0 29.3195
1 7 234 20 0 27.1489
1 7 234 21 0 24.8195
1 7 234 22 0 22.4901
1 7 234 23 0 20.3195
1 7 235 0 0 18.282
1 7 235 1 0 16.8518
1 7 235 2 0 15.9527
1 7 235 3 0 15.646
1 7 235 4 0 15.9527
1 7 235 5 0 16.8518
1 7 235 6 0 18.282
1 7 235 7 0 20.146
1 7 235 8 0 22.3166
1 7 235 9 0 24.646
1 7 235 10 0 26.9754
1 7 235 11 0 29.146
1 7 235 12 0 31.0099
1 7 235 13 0 32.4402
1 7 235 14 0 33.3393
1 7 235 15 0 33.646
1 7 235 16 0 33.3393
1 7 235 17 0 32.4402
1 7 235 18 0 31.0099
1 7 235 19 0 29.146
1 7 235 20 0 26.9754
1 7 235 21 0 24.646
1 7 235 22 0 22.3166
1 7 235 23 0 20.146
1 7 236 0 0 18.1067
1 7 236 1 0 16.6764
1 7 236 2 0 15.7773
1 7 236 3 0 15.4707
1 7 236 4 0 15.7773
1 7 236 5 0 16.6764
1 7 236 6 0 18.1067
1 7 236 7 0 19.9707
1 7 236 8 0 22.1413
1 7 236 9 0.073226325 24.4707
1 7 236 10 0.24408775 26.8
1 7 236 11 0.34172285 28.9707
1 7 236 12 0.24408775 30.8346
1 7 236 13 0.073226325 32.2649
1 7 236 14 0 33.164
1 7 236 15 0 33.4707
1 7 236 16 0 33.164
1 7 236 17 0 32.2649
1 7 236 18 0 30.8346
1 7 236 19 0 28.9707
1 7 236 20 0 26.8
1 7 236 21 0 24.4707
1 7 236 22 0 22.1413
1 7 236 23 0 19.9707
1 7 237 0 0 17.9296
1 7 237 1 0 16.4994
1 7 237 2 0 15.6003
1 7 237 3 0 15.2936
1 7 237 4 0 15.6003
1 7 237 5 0 16.4994
1 7 237 6 0 17.9296
1 7 237 7 0 19.7936
1 7 237 8 0 21.9642
1 7 237 9 0 24.2936
1 7 237 10 0 26.623
1 7 237 11 0 28.7936
1 7 237 12 0 30.6576
1 7 237 13 0 32.0878
1 7 237 14 0 32.9869
1 7 237 15 0 33.2936
1 7 237 16 0 32.9869
1 7 237 17 0 32.0878
1 7 237 18 0 30.6576
1 7 237 19 0 28.7936
1 7 237 20 0 26.623
1 7 237 21 0 24.2936
1 7 237 22 0 21.9642
1 7 237 23 0 19.7936
1 7 238 0 0 17.7509
1 7 238 1 0 16.3206
1 7 238 2 0 15.4215
1 7 238 3 0 15.1148
1 7 238 4 0 15.4215
1 7 238 5 0 16.3206
1 7 238 6 0 17.7509
1 7 238 7 0 19.6148
1 7 238 8 0 21.7855
1 7 238 9 0 24.1148
1 7 238 10 0 26.4442
1 7 238 11 0 28.6148
1 7 238 12 0 30.4788
1 7 238 13 0 31.9091
1 7 238 14 0 32.8082
1 7 238 15 0 33.1148
1 7 238 16 0 32.8082
1 7 238 17 0 31.9091
1 7 238 18 0 30.4788
1 7 238 19 0 28.6148
1 7 238 20 0 26.4442
1 7 238 21 0 24.1148
1 7 238 22 0 21.7855
1 7 238 23 0 19.6148
1 7 239 0 0 17.5705
1 7 239 1 0 16.1402
1 7 239 2 0 15.2411
1 7 239 3 0 14.9345
1 7 239 4 0 15.2411
1 7 239 5 0 16.1402
1 7 239 6 0 17.5705
1 7 239 7 0 19.4345
1 7 239 8 0 21.6051
1 7 239 9 0 23.9345
1 7 239 10 0 26.2638
1 7 239 11 0 28.4345
1 7 239 12 0 30.2984
1 7 239 13 0 31.7287
1 7 239 14 0 32.6278
1 7 239 15 0 32.9345
1 7 239 16 0 32.6278
1 7 239 17 0 31.7287
1 7 239 18 0 30.2984
1 7 239 19 0 28.4345
1 7 239 20 0 26.2638
1 7 239 21 0 23.9345
1 7 239 22 0 21.6051
1 7 239 23 0 19.4345
1 7 240 0 0 17.3885
1 7 240 1 0 15.9583
1 7 240 2 0 15.0592
1 7 240 3 0 14.7525
1 7 240 4 0 15.0592
1 7 240 5 0 15.9583
1 7 240 6 0 17.3885
1 7 240 7 0 19.2525
1 7 240 8 0 21.4231
1 7 240 9 0.723945 23.7525
1 7 240 10 2.41315 26.0819
1 7 240 11 3.37841 28.2525
1 7 240 12 2.41315 30.1164
1 7 240 13 0.723945 31.5467
1 7 240 14 0 32.4458
1 7 240 15 0 32.7525
1 7 240 16 0 32.4458
1 7 240 17 0 31.5467
1 7 240 18 0 30.1164
1 7 240 19 0 28.2525
1 7 240 20 0 26.0819
1 7 240 21 0 23.7525
1 7 240 22 0 21.4231
1 7 240 23 0 19.2525
1 7 241 0 0 17.205
1 7 241 1 0 15.7748
1 7 241 2 0 14.8757
1 7 241 3 0 14.569
1 7 241 4 0 14.8757
1 7 241 5 0 15.7748
1 7 241 6 0 17.205
1 7 241 7 0 19.069
1 7 241 8 0 21.2396
1 7 241 9 0.57884025 23.569
1 7 241 10 1.9294675 25.8984
1 7 241 11 2.7012545 28.069
1 7 241 12 1.9294675 29.933
1 7 241 13 0.57884025 31.3632
1 7 241 14 0 32.2623
